index,Player,RECEIVING REC,RECEIVING YDS,RECEIVING TDS,MISC FL,MISC FPTS,Position,PASSING ATT,PASSING CMP,PASSING YDS,PASSING TDS,PASSING INTS,RUSHING ATT,RUSHING YDS,RUSHING TDS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN,FPTS,FG,FGA,XPT
116,Russell Shepard,1.2,18.1,0.1,0.0,3.4,wr,,,,,,0.0,0.4,0.0,,,,,,,,,3.4,,,
117,Keelan Doss,1.3,16.5,0.1,0.0,3.4,wr,,,,,,0.1,1.2,0.0,,,,,,,,,3.4,,,
118,Jakobi Meyers,1.1,15.8,0.1,0.0,3.2,wr,,,,,,0.0,0.2,0.0,,,,,,,,,3.2,,,
119,Alex Erickson,1.2,17.9,0.0,0.1,3.2,wr,,,,,,0.2,0.6,0.0,,,,,,,,,3.2,,,
120,Seth Roberts,1.2,16.2,0.0,0.0,3.1,wr,,,,,,0.1,0.5,0.0,,,,,,,,,3.1,,,
121,Austin Carr,1.0,13.0,0.1,0.0,2.6,wr,,,,,,0.0,0.0,0.0,,,,,,,,,2.6,,,
122,Cody Core,1.0,13.2,0.0,0.0,2.5,wr,,,,,,0.0,0.0,0.0,,,,,,,,,2.5,,,
123,Cedrick Wilson,1.0,11.5,0.1,0.0,2.4,wr,,,,,,0.0,0.1,0.0,,,,,,,,,2.4,,,
124,Zach Pascal,0.9,11.3,0.1,0.0,2.4,wr,,,,,,0.1,0.6,0.0,,,,,,,,,2.4,,,
125,De'Anthony Thomas,0.7,10.9,0.1,0.0,2.3,wr,,,,,,0.2,0.7,0.0,,,,,,,,,2.3,,,
126,Auden Tate,0.8,11.0,0.0,0.0,2.2,wr,,,,,,0.0,0.0,0.0,,,,,,,,,2.2,,,
127,Chris Hogan,0.7,14.3,0.0,0.0,2.2,wr,,,,,,0.0,0.1,0.0,,,,,,,,,2.2,,,
128,Russell Gage,0.8,10.9,0.0,0.0,2.1,wr,,,,,,0.1,0.7,0.0,,,,,,,,,2.1,,,
129,Chris Moore,0.8,10.2,0.0,0.0,2.1,wr,,,,,,0.2,0.9,0.0,,,,,,,,,2.1,,,
130,Jake Kumerow,1.0,9.7,0.0,0.0,2.0,wr,,,,,,0.0,0.1,0.0,,,,,,,,,2.0,,,
131,Javon Wims,0.7,9.6,0.0,0.0,1.9,wr,,,,,,0.0,0.0,0.0,,,,,,,,,1.9,,,
132,Keelan Cole,0.8,8.9,0.0,0.0,1.7,wr,,,,,,0.0,0.0,0.0,,,,,,,,,1.7,,,
133,Andre Roberts,0.7,7.0,0.0,0.0,1.6,wr,,,,,,0.1,0.5,0.0,,,,,,,,,1.6,,,
134,Steven Sims,0.5,6.3,0.0,0.0,1.5,wr,,,,,,0.5,2.5,0.0,,,,,,,,,1.5,,,
135,Kelvin Harmon,0.4,8.9,0.0,0.0,1.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,1.3,,,
136,DeAndre Carter,0.5,5.7,0.0,0.0,1.2,wr,,,,,,0.2,1.4,0.0,,,,,,,,,1.2,,,
137,Braxton Berrios,0.5,6.3,0.0,0.0,1.1,wr,,,,,,0.0,0.0,0.0,,,,,,,,,1.1,,,
138,Darius Jennings,0.4,5.1,0.0,0.0,1.1,wr,,,,,,0.1,0.6,0.0,,,,,,,,,1.1,,,
139,Andy Isabella,0.2,5.5,0.0,0.0,0.7,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.7,,,
140,John Ursua,0.2,5.0,0.0,0.0,0.7,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.7,,,
141,Justin Watson,0.1,5.2,0.0,0.0,0.7,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.7,,,
142,Olabisi Johnson,0.1,5.4,0.0,0.0,0.6,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.6,,,
143,Allen Lazard,0.3,3.3,0.0,0.0,0.6,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.6,,,
144,Bobo Wilson,0.3,2.7,0.0,0.0,0.6,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.6,,,
145,Trent Sherfield,0.2,3.6,0.0,0.0,0.6,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.6,,,
146,Geremy Davis,0.2,2.5,0.0,0.0,0.5,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.5,,,
147,Diontae Spencer,0.1,4.1,0.0,0.0,0.5,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.5,,,
148,Khadarel Hodge,0.2,2.3,0.0,0.0,0.5,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.5,,,
149,Marvin Hall,0.1,2.9,0.0,0.0,0.4,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.4,,,
150,Robert Davis,0.2,2.0,0.0,0.0,0.4,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.4,,,
151,Ray-Ray McCloud,0.2,1.8,0.0,0.0,0.4,wr,,,,,,0.0,0.2,0.0,,,,,,,,,0.4,,,
152,Brandon Zylstra,0.1,1.5,0.0,0.0,0.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.3,,,
153,JoJo Natson,0.1,1.4,0.0,0.0,0.3,wr,,,,,,0.0,0.3,0.0,,,,,,,,,0.3,,,
154,Darrius Shepherd,0.1,1.8,0.0,0.0,0.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.3,,,
155,Riley Ridley,0.1,1.3,0.0,0.0,0.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.3,,,
156,Gunner Olszewski,0.0,2.6,0.0,0.0,0.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.3,,,
157,Byron Pringle,0.1,1.6,0.0,0.0,0.3,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.3,,,
158,Mike Thomas,0.1,1.0,0.0,0.0,0.2,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.2,,,
159,Juwann Winfree,0.1,0.9,0.0,0.0,0.2,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.2,,,
160,Matt Slater,0.0,0.0,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
161,Greg Ward,0.0,6.9,0.0,0.0,0.0,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.0,,,
162,Ryan Grant,0.0,19.6,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
163,Keith Kirkwood,0.0,7.7,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
164,Shelton Gibson,0.0,1.8,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
165,Darius Slayton,0.0,4.1,0.0,0.0,0.0,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.0,,,
166,Derrick Willies,0.0,3.4,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
167,Kalif Raymond,0.0,2.8,0.0,0.0,0.0,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.0,,,
168,Lil'Jordan Humphrey,0.0,9.7,0.0,0.0,0.0,wr,,,,,,0.0,0.2,0.0,,,,,,,,,0.0,,,
169,Marcell Ateman,0.0,3.2,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
170,Trevor Davis,0.0,7.2,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
171,Gary Jennings,0.0,1.0,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
172,River Cracraft,0.0,0.9,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
173,Johnny Holton,0.0,14.1,0.0,0.0,0.0,wr,,,,,,0.0,0.1,0.0,,,,,,,,,0.0,,,
174,Travis Fulgham,0.0,0.0,0.0,0.0,0.0,wr,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,
0,Brett Maher,,,,,,k,,,,,,,,,,,,,,,,,9.2,2.0,2.3,3.2
1,Stephen Gostkowski,,,,,,k,,,,,,,,,,,,,,,,,9.2,2.0,2.3,3.2
2,Robbie Gould,,,,,,k,,,,,,,,,,,,,,,,,8.4,2.1,2.3,2.1
3,Greg Zuerlein,,,,,,k,,,,,,,,,,,,,,,,,8.3,2.0,2.3,2.3
4,Dan Bailey,,,,,,k,,,,,,,,,,,,,,,,,8.2,1.9,2.2,2.6
5,Matt Gay,,,,,,k,,,,,,,,,,,,,,,,,8.1,1.9,2.2,2.4
6,Justin Tucker,,,,,,k,,,,,,,,,,,,,,,,,8.0,1.9,2.1,2.4
7,Harrison Butker,,,,,,k,,,,,,,,,,,,,,,,,8.0,1.8,2.0,2.6
8,Ka'imi Fairbairn,,,,,,k,,,,,,,,,,,,,,,,,7.7,1.9,2.1,2.0
9,Jason Myers,,,,,,k,,,,,,,,,,,,,,,,,7.7,1.8,2.1,2.3
10,Zane Gonzalez,,,,,,k,,,,,,,,,,,,,,,,,7.6,1.8,2.2,2.1
11,Matt Prater,,,,,,k,,,,,,,,,,,,,,,,,7.5,1.8,2.0,2.1
12,Mason Crosby,,,,,,k,,,,,,,,,,,,,,,,,7.4,1.7,2.0,2.3
13,Jake Elliott,,,,,,k,,,,,,,,,,,,,,,,,7.3,1.7,1.9,2.3
14,Matt Bryant,,,,,,k,,,,,,,,,,,,,,,,,7.2,1.6,1.8,2.4
15,Steven Hauschka,,,,,,k,,,,,,,,,,,,,,,,,7.2,1.6,2.0,2.3
16,Aldrick Rosas,,,,,,k,,,,,,,,,,,,,,,,,7.2,1.8,2.0,1.8
17,Wil Lutz,,,,,,k,,,,,,,,,,,,,,,,,7.1,1.7,1.9,2.1
18,Austin Seibert,,,,,,k,,,,,,,,,,,,,,,,,6.9,1.6,1.9,2.0
19,Cairo Santos,,,,,,k,,,,,,,,,,,,,,,,,6.8,1.6,1.9,1.8
20,Dustin Hopkins,,,,,,k,,,,,,,,,,,,,,,,,6.8,1.7,1.8,1.8
21,Adam Vinatieri,,,,,,k,,,,,,,,,,,,,,,,,6.8,1.5,1.9,2.3
22,Eddy Pineiro,,,,,,k,,,,,,,,,,,,,,,,,6.8,1.5,1.8,2.3
23,Joey Slye,,,,,,k,,,,,,,,,,,,,,,,,6.7,1.5,1.7,2.2
24,Ty Long,,,,,,k,,,,,,,,,,,,,,,,,6.6,1.6,1.8,1.9
25,Josh Lambo,,,,,,k,,,,,,,,,,,,,,,,,6.1,1.5,1.7,1.7
26,Daniel Carlson,,,,,,k,,,,,,,,,,,,,,,,,5.9,1.4,1.6,1.8
27,Randy Bullock,,,,,,k,,,,,,,,,,,,,,,,,5.8,1.3,1.6,1.8
28,Chris Boswell,,,,,,k,,,,,,,,,,,,,,,,,5.8,1.3,1.5,1.9
29,Brandon McManus,,,,,,k,,,,,,,,,,,,,,,,,5.6,1.3,1.6,1.6
30,Sam Ficken,,,,,,k,,,,,,,,,,,,,,,,,4.5,1.1,1.4,1.2
31,Jason Sanders,,,,,,k,,,,,,,,,,,,,,,,,4.3,1.0,1.2,1.2
32,Andrew Jacas,,,,,,k,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
33,Garrett Rivas,,,,,,k,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
34,Andrew Wellock,,,,,,k,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
35,Carlos Martinez,,,,,,k,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
