index,Player,SACK,INT,FR,FF,TD,SAFETY,PA,YDS AGN,FPTS,Position,FG,FGA,XPT,PASSING ATT,PASSING CMP,PASSING YDS,PASSING TDS,PASSING INTS,RUSHING ATT,RUSHING YDS,RUSHING TDS,MISC FL,MISC FPTS,RECEIVING REC,RECEIVING YDS,RECEIVING TDS
51,Dontrelle Inman,,,,,,,,,9.4,wr,,,,,,,,,0.2,1.3,0.0,0.0,9.4,3.1,48.1,0.2
52,James Washington,,,,,,,,,9.3,wr,,,,,,,,,0.1,0.5,0.0,0.0,9.3,3.5,51.5,0.1
53,Phillip Dorsett,,,,,,,,,9.2,wr,,,,,,,,,0.3,2.1,0.0,0.0,9.2,3.3,42.5,0.2
54,Randall Cobb,,,,,,,,,8.9,wr,,,,,,,,,0.5,2.6,0.0,0.0,8.9,3.4,43.2,0.1
55,Trey Quinn,,,,,,,,,8.8,wr,,,,,,,,,0.2,1.0,0.0,0.1,8.8,3.8,41.2,0.2
56,Kenny Stills,,,,,,,,,8.6,wr,,,,,,,,,0.0,0.0,0.0,0.0,8.6,2.9,44.2,0.2
57,Diontae Johnson,,,,,,,,,8.4,wr,,,,,,,,,0.3,1.9,0.0,0.0,8.4,2.9,43.7,0.2
58,Chris Conley,,,,,,,,,8.4,wr,,,,,,,,,0.0,0.3,0.0,0.1,8.4,3.3,43.0,0.1
59,Devante Parker,,,,,,,,,8.4,wr,,,,,,,,,0.0,0.0,0.0,0.0,8.4,3.0,48.4,0.1
60,Danny Amendola,,,,,,,,,8.2,wr,,,,,,,,,0.1,0.2,0.0,0.0,8.2,3.3,41.1,0.1
61,Adam Humphries,,,,,,,,,8.1,wr,,,,,,,,,0.3,1.6,0.0,0.0,8.1,3.4,38.7,0.1
62,Devin Smith,,,,,,,,,8.1,wr,,,,,,,,,0.0,0.2,0.0,0.0,8.1,2.6,46.3,0.1
63,Ted Ginn,,,,,,,,,8.0,wr,,,,,,,,,0.2,1.5,0.0,0.0,8.0,3.0,41.3,0.1
64,Auden Tate,,,,,,,,,7.7,wr,,,,,,,,,0.0,0.1,0.0,0.1,7.7,3.3,36.6,0.1
65,T.Y. Hilton,,,,,,,,,7.2,wr,,,,,,,,,0.0,0.0,0.0,0.0,7.2,2.6,39.8,0.1
66,Cody Latimer,,,,,,,,,7.0,wr,,,,,,,,,0.0,0.1,0.0,0.0,7.0,2.4,36.8,0.2
67,KeeSean Johnson,,,,,,,,,7.0,wr,,,,,,,,,0.1,0.4,0.0,0.0,7.0,2.9,35.7,0.1
68,Parris Campbell,,,,,,,,,7.0,wr,,,,,,,,,0.2,0.9,0.0,0.0,7.0,2.6,34.7,0.1
69,A.J. Brown,,,,,,,,,6.9,wr,,,,,,,,,0.1,0.9,0.0,0.0,6.9,2.6,37.9,0.1
70,Geronimo Allison,,,,,,,,,6.9,wr,,,,,,,,,0.0,0.3,0.0,0.1,6.9,2.5,37.1,0.2
71,Hunter Renfrow,,,,,,,,,6.9,wr,,,,,,,,,0.0,0.2,0.0,0.0,6.9,3.0,33.1,0.1
72,Willie Snead,,,,,,,,,6.9,wr,,,,,,,,,0.1,0.4,0.0,0.0,6.9,2.6,34.7,0.1
73,Jaron Brown,,,,,,,,,6.8,wr,,,,,,,,,0.1,0.3,0.0,0.0,6.8,2.4,32.2,0.2
74,Anthony Miller,,,,,,,,,6.7,wr,,,,,,,,,0.3,2.0,0.0,0.0,6.7,2.3,31.0,0.2
75,Albert Wilson,,,,,,,,,6.5,wr,,,,,,,,,0.3,0.8,0.0,0.0,6.5,2.7,30.7,0.1
76,Jakeem Grant,,,,,,,,,6.4,wr,,,,,,,,,0.4,2.6,0.0,0.0,6.4,2.5,32.2,0.1
77,Mack Hollins,,,,,,,,,6.4,wr,,,,,,,,,0.1,0.5,0.0,0.0,6.4,2.4,34.8,0.1
78,Bennie Fowler,,,,,,,,,6.3,wr,,,,,,,,,0.0,0.3,0.0,0.0,6.3,2.5,31.9,0.1
79,J.J. Nelson,,,,,,,,,6.0,wr,,,,,,,,,0.1,0.8,0.0,0.0,6.0,2.4,30.2,0.1
80,Damion Ratley,,,,,,,,,5.9,wr,,,,,,,,,0.0,0.0,0.0,0.0,5.9,2.1,33.5,0.1
81,Zay Jones,,,,,,,,,5.8,wr,,,,,,,,,0.0,0.0,0.0,0.0,5.8,2.2,31.1,0.1
82,Deon Cain,,,,,,,,,5.6,wr,,,,,,,,,0.1,0.4,0.0,0.0,5.6,2.0,30.4,0.1
83,David Moore,,,,,,,,,5.6,wr,,,,,,,,,0.1,0.2,0.0,0.0,5.6,1.9,30.2,0.1
84,Darius Slayton,,,,,,,,,5.3,wr,,,,,,,,,0.1,0.6,0.0,0.0,5.3,2.1,27.3,0.1
85,Breshad Perriman,,,,,,,,,5.3,wr,,,,,,,,,0.3,1.7,0.0,0.0,5.3,1.8,29.0,0.1
86,Jarius Wright,,,,,,,,,5.2,wr,,,,,,,,,0.1,1.1,0.0,0.0,5.2,2.1,25.0,0.1
87,Chester Rogers,,,,,,,,,5.1,wr,,,,,,,,,0.1,0.0,0.0,0.0,5.1,2.0,24.3,0.1
88,Rashard Higgins,,,,,,,,,4.8,wr,,,,,,,,,0.0,0.1,0.0,0.1,4.8,1.7,27.1,0.1
89,Zach Pascal,,,,,,,,,4.6,wr,,,,,,,,,0.1,0.8,0.0,0.0,4.6,1.5,23.9,0.1
90,Ryan Switzer,,,,,,,,,4.6,wr,,,,,,,,,0.4,1.5,0.0,0.0,4.6,2.0,19.4,0.1
91,Cordarrelle Patterson,,,,,,,,,4.5,wr,,,,,,,,,2.1,13.0,0.1,0.0,4.5,1.1,14.4,0.1
92,Tajae Sharpe,,,,,,,,,4.5,wr,,,,,,,,,0.1,0.7,0.0,0.0,4.5,1.5,24.3,0.1
93,DaeSean Hamilton,,,,,,,,,4.3,wr,,,,,,,,,0.0,0.1,0.0,0.0,4.3,1.6,22.5,0.1
94,Geremy Davis,,,,,,,,,3.8,wr,,,,,,,,,0.2,1.3,0.0,0.0,3.8,1.5,18.8,0.1
95,Keke Coutee,,,,,,,,,3.7,wr,,,,,,,,,0.1,0.1,0.0,0.0,3.7,1.3,20.1,0.1
96,J.J. Arcega-Whiteside,,,,,,,,,3.7,wr,,,,,,,,,0.1,0.4,0.0,0.0,3.7,1.2,22.0,0.1
97,Travis Benjamin,,,,,,,,,3.4,wr,,,,,,,,,0.2,1.0,0.0,0.1,3.4,0.7,24.9,0.0
98,Isaiah McKenzie,,,,,,,,,3.4,wr,,,,,,,,,1.1,5.8,0.1,0.1,3.4,1.0,13.8,0.0
99,Miles Boykin,,,,,,,,,3.3,wr,,,,,,,,,0.0,0.2,0.0,0.0,3.3,1.0,19.9,0.1
100,Jakobi Meyers,,,,,,,,,3.3,wr,,,,,,,,,0.0,0.2,0.0,0.0,3.3,1.2,16.3,0.1
101,TJ Jones,,,,,,,,,3.3,wr,,,,,,,,,0.0,0.3,0.0,0.0,3.3,1.2,17.4,0.1
102,Seth Roberts,,,,,,,,,3.3,wr,,,,,,,,,0.1,0.3,0.0,0.0,3.3,1.2,18.0,0.0
103,Damion Willis,,,,,,,,,3.1,wr,,,,,,,,,0.0,0.0,0.0,0.0,3.1,1.2,18.0,0.0
104,Josh Reynolds,,,,,,,,,3.1,wr,,,,,,,,,0.1,0.5,0.0,0.0,3.1,0.9,17.6,0.1
105,Chris Hogan,,,,,,,,,3.0,wr,,,,,,,,,0.0,0.1,0.0,0.0,3.0,1.2,16.5,0.0
106,Justin Hardy,,,,,,,,,2.7,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.7,0.9,14.5,0.1
107,Alex Erickson,,,,,,,,,2.7,wr,,,,,,,,,0.1,0.6,0.0,0.1,2.7,1.0,16.6,0.0
108,Javon Wims,,,,,,,,,2.7,wr,,,,,,,,,0.2,1.0,0.0,0.0,2.7,1.0,13.3,0.0
109,Donte Moncrief,,,,,,,,,2.6,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.6,0.8,16.9,0.0
110,Marqise Lee,,,,,,,,,2.5,wr,,,,,,,,,0.1,0.6,0.0,0.0,2.5,0.9,14.3,0.0
111,Cody Core,,,,,,,,,2.5,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.5,1.0,11.1,0.1
112,Olabisi Johnson,,,,,,,,,2.5,wr,,,,,,,,,0.0,0.1,0.0,0.0,2.5,0.9,12.7,0.1
113,Laquon Treadwell,,,,,,,,,2.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.3,1.2,9.7,0.0
114,Trent Sherfield,,,,,,,,,2.2,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.2,0.8,11.5,0.0
115,De'Anthony Thomas,,,,,,,,,2.2,wr,,,,,,,,,0.2,0.8,0.0,0.0,2.2,0.6,9.8,0.1
116,Tavon Austin,,,,,,,,,2.1,wr,,,,,,,,,0.3,2.0,0.0,0.0,2.1,0.7,9.9,0.0
117,Malik Turner,,,,,,,,,2.1,wr,,,,,,,,,0.0,0.0,0.0,0.0,2.1,0.6,13.0,0.0
118,Steven Sims,,,,,,,,,2.0,wr,,,,,,,,,0.5,3.3,0.0,0.0,2.0,0.5,10.0,0.0
119,Kelvin Harmon,,,,,,,,,1.9,wr,,,,,,,,,0.0,0.1,0.0,0.0,1.9,0.6,11.4,0.0
120,Andy Isabella,,,,,,,,,1.8,wr,,,,,,,,,0.0,0.1,0.0,0.0,1.8,0.5,10.4,0.0
121,Austin Carr,,,,,,,,,1.8,wr,,,,,,,,,0.0,0.0,0.0,0.0,1.8,0.5,11.1,0.0
122,Keelan Doss,,,,,,,,,1.8,wr,,,,,,,,,0.1,0.7,0.0,0.0,1.8,0.3,13.8,0.0
123,Robert Foster,,,,,,,,,1.7,wr,,,,,,,,,0.0,0.0,0.0,0.0,1.7,0.2,14.4,0.0
124,Johnny Holton,,,,,,,,,1.6,wr,,,,,,,,,0.2,0.9,0.0,0.0,1.6,0.3,10.7,0.0
125,Darius Jennings,,,,,,,,,1.3,wr,,,,,,,,,0.1,0.3,0.0,0.0,1.3,0.3,8.6,0.0
126,Taywan Taylor,,,,,,,,,1.3,wr,,,,,,,,,0.1,0.2,0.0,0.0,1.3,0.3,10.0,0.0
127,Russell Gage,,,,,,,,,1.3,wr,,,,,,,,,0.1,0.7,0.0,0.0,1.3,0.3,8.9,0.0
128,Marvin Hall,,,,,,,,,1.1,wr,,,,,,,,,0.0,0.0,0.0,0.0,1.1,0.4,4.2,0.0
129,Chris Moore,,,,,,,,,1.1,wr,,,,,,,,,0.1,0.4,0.0,0.0,1.1,0.3,6.8,0.0
130,Keelan Cole,,,,,,,,,1.1,wr,,,,,,,,,0.0,0.0,0.0,0.0,1.1,0.3,7.7,0.0
131,Cedrick Wilson,,,,,,,,,1.0,wr,,,,,,,,,0.0,0.1,0.0,0.0,1.0,0.2,7.9,0.0
132,Deonte Harris,,,,,,,,,0.9,wr,,,,,,,,,0.0,0.2,0.0,0.0,0.9,0.2,7.3,0.0
133,Robert Davis,,,,,,,,,0.9,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.9,0.2,6.5,0.0
134,Byron Pringle,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.8,0.2,6.0,0.0
135,Darrius Shepherd,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.8,0.1,7.2,0.0
136,Juwann Winfree,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.8,0.5,3.0,0.0
137,Riley Ridley,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.8,0.4,3.6,0.0
138,Trevor Davis,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.8,0.4,3.3,0.0
139,Gunner Olszewski,,,,,,,,,0.8,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.8,0.1,6.8,0.0
140,Bobo Wilson,,,,,,,,,0.7,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.7,0.3,3.4,0.0
141,DeAndre Carter,,,,,,,,,0.7,wr,,,,,,,,,0.1,1.0,0.0,0.0,0.7,0.2,3.8,0.0
142,Lil'Jordan Humphrey,,,,,,,,,0.7,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.7,0.4,3.0,0.0
143,Andre Roberts,,,,,,,,,0.6,wr,,,,,,,,,0.1,0.4,0.0,0.0,0.6,0.2,3.6,0.0
144,Justin Watson,,,,,,,,,0.6,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.6,0.1,4.8,0.0
145,Gary Jennings,,,,,,,,,0.5,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.2,2.1,0.0
146,JoJo Natson,,,,,,,,,0.4,wr,,,,,,,,,0.1,0.9,0.0,0.0,0.4,0.1,1.8,0.0
147,Brandon Zylstra,,,,,,,,,0.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.1,1.6,0.0
148,Allen Lazard,,,,,,,,,0.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.1,2.1,0.0
149,Mike Thomas,,,,,,,,,0.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.1,1.5,0.0
150,Ray-Ray McCloud,,,,,,,,,0.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.1,1.6,0.0
151,Diontae Spencer,,,,,,,,,0.3,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.1,1.7,0.0
152,Scott Miller,,,,,,,,,0.2,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.1,1.0,0.0
153,Khadarel Hodge,,,,,,,,,0.2,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.1,0.9,0.0
154,Matt Slater,,,,,,,,,0.2,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.2,0.1,0.9,0.0
155,Jake Kumerow,,,,,,,,,0.0,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,20.5,0.0
156,Chad Beebe,,,,,,,,,0.0,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0
157,Keith Kirkwood,,,,,,,,,0.0,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0
158,Greg Ward,,,,,,,,,0.0,wr,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
159,Tyler Ervin,,,,,,,,,0.0,wr,,,,,,,,,0.1,0.3,0.0,0.0,0.0,0.0,19.7,0.0
160,John Ursua,,,,,,,,,0.0,wr,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,8.4,0.0
0,Travis Kelce,,,,,,,,,18.5,te,,,,,,,,,,,,0.1,18.5,5.9,86.9,0.7
1,Evan Engram,,,,,,,,,17.4,te,,,,,,,,,,,,0.1,17.4,6.9,67.9,0.7
2,Darren Waller,,,,,,,,,15.5,te,,,,,,,,,,,,0.1,15.5,6.7,55.5,0.6
3,Zach Ertz,,,,,,,,,15.3,te,,,,,,,,,,,,0.1,15.3,6.2,65.4,0.5
4,Mark Andrews,,,,,,,,,14.0,te,,,,,,,,,,,,0.0,14.0,4.9,56.2,0.6
5,Delanie Walker,,,,,,,,,13.2,te,,,,,,,,,,,,0.0,13.2,5.3,53.5,0.4
6,Greg Olsen,,,,,,,,,12.5,te,,,,,,,,,,,,0.0,12.5,4.6,52.3,0.5
7,Austin Hooper,,,,,,,,,11.8,te,,,,,,,,,,,,0.0,11.8,4.6,47.3,0.4
8,Eric Ebron,,,,,,,,,10.4,te,,,,,,,,,,,,0.0,10.4,3.5,44.0,0.4
9,Will Dissly,,,,,,,,,9.8,te,,,,,,,,,,,,0.0,9.8,3.6,46.4,0.3
10,T.J. Hockenson,,,,,,,,,8.4,te,,,,,,,,,,,,0.0,8.4,3.3,42.6,0.2
11,Jack Doyle,,,,,,,,,7.8,te,,,,,,,,,,,,0.1,7.8,3.4,36.8,0.1
12,O.J. Howard,,,,,,,,,7.7,te,,,,,,,,,,,,0.1,7.7,2.7,43.7,0.1
13,Jason Witten,,,,,,,,,7.4,te,,,,,,,,,,,,0.0,7.4,3.2,34.0,0.1
14,Vernon Davis,,,,,,,,,7.0,te,,,,,,,,,,,,0.0,7.0,2.6,37.5,0.1
15,Jared Cook,,,,,,,,,7.0,te,,,,,,,,,,,,0.0,7.0,2.7,35.5,0.1
16,Tyler Eifert,,,,,,,,,6.9,te,,,,,,,,,,,,0.0,6.9,3.0,31.4,0.1
17,Noah Fant,,,,,,,,,6.3,te,,,,,,,,,,,,0.0,6.3,2.7,30.9,0.1
18,Vance McDonald,,,,,,,,,5.9,te,,,,,,,,,,,,0.0,5.9,2.7,26.3,0.1
19,Trey Burton,,,,,,,,,5.8,te,,,,,,,,,,,,0.0,5.8,2.6,26.7,0.1
20,Jimmy Graham,,,,,,,,,5.7,te,,,,,,,,,,,,0.0,5.7,2.2,27.9,0.1
21,Dawson Knox,,,,,,,,,5.6,te,,,,,,,,,,,,0.0,5.6,2.2,28.6,0.1
22,James O'Shaughnessy,,,,,,,,,5.4,te,,,,,,,,,,,,0.0,5.4,2.7,23.4,0.1
23,Jordan Akins,,,,,,,,,5.3,te,,,,,,,,,,,,0.0,5.3,1.9,26.2,0.1
24,Demetrius Harris,,,,,,,,,5.2,te,,,,,,,,,,,,0.0,5.2,2.1,24.4,0.1
25,Gerald Everett,,,,,,,,,5.0,te,,,,,,,,,,,,0.0,5.0,1.9,24.6,0.1
26,Kyle Rudolph,,,,,,,,,4.8,te,,,,,,,,,,,,0.0,4.8,2.0,22.0,0.1
27,Hayden Hurst,,,,,,,,,4.5,te,,,,,,,,,,,,0.0,4.5,1.8,22.1,0.1
28,Mike Gesicki,,,,,,,,,4.5,te,,,,,,,,,,,,0.1,4.5,2.0,22.6,0.1
29,Nick Vannett,,,,,,,,,4.4,te,,,,,,,,,,,,0.0,4.4,1.9,19.9,0.1
30,Cameron Brate,,,,,,,,,4.4,te,,,,,,,,,,,,0.0,4.4,1.7,21.3,0.1
31,Dallas Goedert,,,,,,,,,4.3,te,,,,,,,,,,,,0.0,4.3,1.6,20.9,0.1
32,Darren Fells,,,,,,,,,4.3,te,,,,,,,,,,,,0.0,4.3,1.6,17.5,0.1
33,Lance Kendricks,,,,,,,,,4.1,te,,,,,,,,,,,,0.0,4.1,1.8,18.1,0.1
34,Blake Jarwin,,,,,,,,,4.1,te,,,,,,,,,,,,0.0,4.1,1.7,20.2,0.1
35,C.J. Uzomah,,,,,,,,,4.0,te,,,,,,,,,,,,0.0,4.0,1.7,19.4,0.1
36,Irv Smith Jr.,,,,,,,,,3.9,te,,,,,,,,,,,,0.0,3.9,1.6,19.0,0.1
37,Geoff Swaim,,,,,,,,,3.8,te,,,,,,,,,,,,0.0,3.8,1.8,16.4,0.1
38,Jeff Heuerman,,,,,,,,,3.7,te,,,,,,,,,,,,0.0,3.7,1.6,16.1,0.1
39,Jesse James,,,,,,,,,3.7,te,,,,,,,,,,,,0.0,3.7,1.5,17.3,0.1
40,Tyler Higbee,,,,,,,,,3.7,te,,,,,,,,,,,,0.0,3.7,1.5,16.1,0.1
41,Nick Boyle,,,,,,,,,3.6,te,,,,,,,,,,,,0.0,3.6,1.5,16.5,0.1
42,Marcedes Lewis,,,,,,,,,3.4,te,,,,,,,,,,,,0.0,3.4,1.3,15.3,0.1
43,Jonnu Smith,,,,,,,,,3.2,te,,,,,,,,,,,,0.0,3.2,1.2,14.3,0.1
44,Jeremy Sprinkle,,,,,,,,,3.2,te,,,,,,,,,,,,0.0,3.2,1.3,14.0,0.1
45,Tommy Sweeney,,,,,,,,,3.0,te,,,,,,,,,,,,0.0,3.0,1.1,14.8,0.1
46,Mo Alie-Cox,,,,,,,,,2.7,te,,,,,,,,,,,,0.0,2.7,1.0,14.3,0.1
47,Ricky Seals-Jones,,,,,,,,,2.6,te,,,,,,,,,,,,0.0,2.6,1.1,13.0,0.0
48,Sean Culkin,,,,,,,,,2.6,te,,,,,,,,,,,,0.0,2.6,1.0,12.4,0.1
49,Ryan Izzo,,,,,,,,,2.6,te,,,,,,,,,,,,0.0,2.6,1.0,12.1,0.1
50,Luke Willson,,,,,,,,,2.4,te,,,,,,,,,,,,0.0,2.4,1.1,10.6,0.1
51,Foster Moreau,,,,,,,,,2.4,te,,,,,,,,,,,,0.0,2.4,1.1,10.5,0.0
52,Adam Shaheen,,,,,,,,,2.3,te,,,,,,,,,,,,0.0,2.3,1.0,11.0,0.0
53,Derek Carrier,,,,,,,,,2.3,te,,,,,,,,,,,,0.0,2.3,1.1,10.3,0.0
54,Robert Tonyan,,,,,,,,,2.3,te,,,,,,,,,,,,0.0,2.3,0.8,11.8,0.1
55,Matt LaCosse,,,,,,,,,2.3,te,,,,,,,,,,,,0.0,2.3,0.9,12.0,0.0
56,Rhett Ellison,,,,,,,,,2.2,te,,,,,,,,,,,,0.0,2.2,1.0,10.3,0.0
57,Luke Stocker,,,,,,,,,2.1,te,,,,,,,,,,,,0.0,2.1,0.9,9.2,0.1
58,Tanner Hudson,,,,,,,,,2.1,te,,,,,,,,,,,,0.0,2.1,0.7,8.1,0.1
59,Josh Hill,,,,,,,,,2.1,te,,,,,,,,,,,,0.0,2.1,0.9,8.7,0.1
60,Charles Clay,,,,,,,,,2.1,te,,,,,,,,,,,,0.0,2.1,0.9,10.7,0.0
61,Blake Bell,,,,,,,,,2.1,te,,,,,,,,,,,,0.0,2.1,0.8,9.4,0.1
62,Nick O'Leary,,,,,,,,,2.0,te,,,,,,,,,,,,0.0,2.0,0.8,9.2,0.1
63,Maxx Williams,,,,,,,,,2.0,te,,,,,,,,,,,,0.0,2.0,0.8,10.2,0.0
64,Durham Smythe,,,,,,,,,1.6,te,,,,,,,,,,,,0.0,1.6,0.7,7.2,0.0
65,Drew Sample,,,,,,,,,1.5,te,,,,,,,,,,,,0.0,1.5,0.6,7.0,0.0
66,Logan Thomas,,,,,,,,,1.5,te,,,,,,,,,,,,0.0,1.5,0.6,7.8,0.0
67,Zach Gentry,,,,,,,,,1.4,te,,,,,,,,,,,,0.0,1.4,0.6,6.6,0.0
68,Ian Thomas,,,,,,,,,1.4,te,,,,,,,,,,,,0.0,1.4,0.5,7.3,0.0
69,Xavier Grimble,,,,,,,,,1.3,te,,,,,,,,,,,,0.0,1.3,0.6,7.6,0.0
70,Tyler Kroft,,,,,,,,,1.3,te,,,,,,,,,,,,0.0,1.3,0.6,6.2,0.0
71,Chris Manhertz,,,,,,,,,1.3,te,,,,,,,,,,,,0.0,1.3,0.4,6.9,0.0
72,Logan Paulsen,,,,,,,,,1.3,te,,,,,,,,,,,,0.0,1.3,0.5,5.5,0.0
73,Deon Yelder,,,,,,,,,1.2,te,,,,,,,,,,,,0.0,1.2,0.4,5.4,0.1
74,Ben Braunecker,,,,,,,,,1.2,te,,,,,,,,,,,,0.0,1.2,0.5,6.5,0.0
75,MyCole Pruitt,,,,,,,,,1.2,te,,,,,,,,,,,,0.0,1.2,0.5,5.5,0.0
76,Lee Smith,,,,,,,,,1.0,te,,,,,,,,,,,,0.0,1.0,0.4,5.0,0.0
77,Anthony Firkser,,,,,,,,,0.9,te,,,,,,,,,,,,0.0,0.9,0.4,5.1,0.0
78,Tyler Conklin,,,,,,,,,0.9,te,,,,,,,,,,,,0.0,0.9,0.4,5.1,0.0
79,Pharaoh Brown,,,,,,,,,0.8,te,,,,,,,,,,,,0.0,0.8,0.3,5.3,0.0
80,Dalton Schultz,,,,,,,,,0.8,te,,,,,,,,,,,,0.0,0.8,0.3,4.5,0.0
81,Troy Fumagalli,,,,,,,,,0.8,te,,,,,,,,,,,,0.0,0.8,0.3,4.6,0.0
82,Antony Auclair,,,,,,,,,0.7,te,,,,,,,,,,,,0.0,0.7,0.3,3.8,0.0
83,Jerell Adams,,,,,,,,,0.6,te,,,,,,,,,,,,0.0,0.6,0.3,2.5,0.0
84,Johnny Mundt,,,,,,,,,0.5,te,,,,,,,,,,,,0.0,0.5,0.1,4.2,0.0
85,Jaeden Graham,,,,,,,,,0.4,te,,,,,,,,,,,,0.0,0.4,0.1,3.1,0.0
86,Seth DeValve,,,,,,,,,0.4,te,,,,,,,,,,,,0.0,0.4,0.1,2.8,0.0
87,Andrew Beck,,,,,,,,,0.3,te,,,,,,,,,,,,0.0,0.3,0.2,1.3,0.0
88,Cethan Carter,,,,,,,,,0.3,te,,,,,,,,,,,,0.0,0.3,0.1,1.2,0.0
89,Darrell Daniels,,,,,,,,,0.3,te,,,,,,,,,,,,0.0,0.3,0.1,1.2,0.0
90,J.P. Holtz,,,,,,,,,0.2,te,,,,,,,,,,,,0.0,0.2,0.1,1.0,0.0
91,Alex Ellis,,,,,,,,,0.2,te,,,,,,,,,,,,0.0,0.2,0.1,0.7,0.0
92,David Morgan,,,,,,,,,0.1,te,,,,,,,,,,,,0.0,0.1,0.1,0.7,0.0
93,Jerome Cunningham,,,,,,,,,0.1,te,,,,,,,,,,,,0.0,0.1,0.1,0.7,0.0
94,Evan Baylis,,,,,,,,,0.1,te,,,,,,,,,,,,0.0,0.1,0.1,0.0,0.0
