index,FF,FG,FGA,FPTS,FR,INT,MISC FL,MISC FPTS,PA,PASSING ATT,PASSING CMP,PASSING INTS,PASSING TDS,PASSING YDS,Player,Position,RECEIVING REC,RECEIVING TDS,RECEIVING YDS,RUSHING ATT,RUSHING TDS,RUSHING YDS,SACK,SAFETY,TD,XPT,YDS AGN
123,,,,,,,0.0,17.3,,,,,,,Jeff Wilson,rb,3.0,0.1,25.1,21.6,0.5,78.0,,,,,
124,,,,,,,0.1,16.9,,,,,,,Bruce Anderson,rb,4.4,0.2,33.4,14.6,0.4,60.3,,,,,
125,,,,,,,0.0,16.3,,,,,,,Detrez Newsome,rb,4.5,0.4,49.3,6.9,0.3,30.2,,,,,
126,,,,,,,0.1,15.2,,,,,,,Mike Boone,rb,2.7,0.0,15.7,19.2,0.6,75.4,,,,,
127,,,,,,,0.0,15.0,,,,,,,DeAndre Washington,rb,3.0,0.1,27.5,17.6,0.4,64.8,,,,,
128,,,,,,,0.1,14.9,,,,,,,Bryce Love,rb,5.3,0.2,42.8,8.1,0.2,32.5,,,,,
129,,,,,,,0.0,14.9,,,,,,,Alex Armah,rb,3.3,0.2,28.9,18.4,0.4,53.3,,,,,
130,,,,,,,0.1,14.7,,,,,,,Zach Line,rb,4.3,0.3,33.4,7.1,0.4,32.2,,,,,
131,,,,,,,0.0,14.6,,,,,,,Dare Ogunbowale,rb,6.0,0.2,39.2,8.0,0.1,29.7,,,,,
132,,,,,,,0.1,14.3,,,,,,,Elijhaa Penny,rb,5.5,0.2,45.1,6.3,0.2,24.7,,,,,
133,,,,,,,0.0,14.3,,,,,,,Justin Davis,rb,0.7,0.0,4.1,17.7,0.5,102.4,,,,,
134,,,,,,,0.0,14.2,,,,,,,Troymaine Pope,rb,4.6,0.2,44.2,8.3,0.2,29.7,,,,,
135,,,,,,,0.0,14.0,,,,,,,Raheem Mostert,rb,1.5,0.0,6.3,14.8,0.5,88.7,,,,,
136,,,,,,,0.0,13.7,,,,,,,Nick Bellore,rb,5.8,0.2,43.6,9.9,0.1,17.3,,,,,
137,,,,,,,0.0,13.6,,,,,,,Tra Carson,rb,3.2,0.4,27.3,8.6,0.4,33.8,,,,,
138,,,,,,,0.0,13.3,,,,,,,Samaje Perine,rb,2.4,0.1,35.6,9.9,0.4,44.7,,,,,
139,,,,,,,0.0,13.1,,,,,,,D.J. Foster,rb,5.1,0.2,26.4,9.1,0.1,35.8,,,,,
140,,,,,,,0.0,13.1,,,,,,,Patrick Ricard,rb,4.2,0.1,39.1,7.6,0.2,32.7,,,,,
141,,,,,,,0.1,13.1,,,,,,,T.J. Logan,rb,4.9,0.2,33.7,9.6,0.2,27.8,,,,,
142,,,,,,,0.0,12.9,,,,,,,Kenneth Farrow,rb,4.5,0.1,41.0,7.4,0.1,31.0,,,,,
143,,,,,,,0.0,12.7,,,,,,,Boston Scott,rb,4.0,0.2,39.6,7.4,0.2,27.5,,,,,
144,,,,,,,0.0,12.7,,,,,,,Andy Janovich,rb,5.4,0.3,39.9,2.6,0.1,9.5,,,,,
145,,,,,,,0.0,12.6,,,,,,,John Kelly,rb,2.7,0.2,28.9,12.1,0.3,43.5,,,,,
146,,,,,,,0.0,12.6,,,,,,,Tremon Smith,rb,4.0,0.2,33.7,7.9,0.2,29.9,,,,,
147,,,,,,,0.1,12.3,,,,,,,CJ Ham,rb,4.4,0.1,30.9,10.9,0.2,28.0,,,,,
148,,,,,,,0.0,11.4,,,,,,,Tyler Ervin,rb,3.6,0.0,40.7,5.7,0.2,25.0,,,,,
149,,,,,,,0.0,10.9,,,,,,,Shaun Wilson,rb,2.9,0.0,23.3,8.5,0.3,37.2,,,,,
150,,,,,,,0.0,10.9,,,,,,,Taiwan Jones,rb,3.9,0.2,36.2,13.3,0.0,20.5,,,,,
151,,,,,,,0.1,10.6,,,,,,,David Fluellen,rb,2.8,0.1,23.3,4.5,0.2,35.3,,,,,
152,,,,,,,0.0,10.5,,,,,,,Roosevelt Nix,rb,4.9,0.1,33.7,4.0,0.1,9.2,,,,,
153,,,,,,,0.0,10.2,,,,,,,Patrick DiMarco,rb,3.6,0.1,28.2,7.1,0.1,21.3,,,,,
154,,,,,,,0.0,10.1,,,,,,,Kenjon Barner,rb,3.6,0.0,23.0,8.3,0.2,30.8,,,,,
155,,,,,,,0.0,10.0,,,,,,,Jamize Olawale,rb,3.8,0.2,28.7,6.8,0.1,17.8,,,,,
156,,,,,,,0.0,9.9,,,,,,,Taquan Mizzell,rb,3.5,0.1,29.1,7.6,0.1,24.7,,,,,
157,,,,,,,0.0,9.7,,,,,,,De'Angelo Henderson,rb,4.1,0.2,25.9,5.3,0.1,16.1,,,,,
158,,,,,,,0.0,9.7,,,,,,,Nick Bawden,rb,4.5,0.2,27.6,0.0,0.1,5.0,,,,,
159,,,,,,,0.0,9.6,,,,,,,Jeremy McNichols,rb,3.3,0.0,20.7,7.3,0.2,27.0,,,,,
160,,,,,,,0.0,9.3,,,,,,,Derek Watt,rb,3.7,0.2,22.3,5.1,0.1,15.0,,,,,
161,,,,,,,0.0,9.2,,,,,,,Brandon Wilds,rb,3.9,0.0,21.9,6.5,0.1,22.4,,,,,
162,,,,,,,0.0,9.0,,,,,,,Jonathan Williams,rb,3.2,0.1,19.2,6.7,0.2,20.6,,,,,
163,,,,,,,0.0,8.8,,,,,,,Michael Burton,rb,3.2,0.0,23.8,7.0,0.2,22.9,,,,,
164,,,,,,,0.0,8.6,,,,,,,Ricky Ortiz,rb,3.5,0.1,19.4,8.8,0.1,17.4,,,,,
165,,,,,,,0.0,8.5,,,,,,,Garrett Griffin,rb,2.7,0.1,22.5,5.1,0.2,19.0,,,,,
166,,,,,,,0.0,8.3,,,,,,,Tommy Bohanon,rb,3.5,0.2,25.3,5.0,0.1,8.1,,,,,
167,,,,,,,0.0,8.2,,,,,,,De'Lance Turner,rb,2.2,0.2,22.7,4.5,0.2,18.9,,,,,
168,,,,,,,0.0,7.6,,,,,,,Keith Smith,rb,3.7,0.1,24.6,4.8,0.0,8.0,,,,,
169,,,,,,,0.0,6.7,,,,,,,Senorise Perry,rb,2.3,0.0,18.4,3.5,0.1,15.9,,,,,
170,,,,,,,0.0,4.1,,,,,,,Dan Vitale,rb,2.2,0.1,14.9,0.0,0.0,0.0,,,,,
171,,,,,,,0.0,3.2,,,,,,,Gregory Howell,rb,1.2,0.0,9.6,1.9,0.0,7.9,,,,,
172,,,,,,,0.0,0.0,,,,,,,Keith Ford,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
173,,,,,,,0.0,0.0,,,,,,,Devante Mays,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
174,,,,,,,0.0,0.0,,,,,,,Marcus Murphy,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
175,,,,,,,0.0,0.0,,,,,,,Devine Ozigbo,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
176,,,,,,,0.0,0.0,,,,,,,Byron Marshall,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
177,,,,,,,0.0,0.0,,,,,,,David Williams,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
178,,,,,,,0.0,0.0,,,,,,,Karan Higdon,rb,0.0,0.0,0.0,8.0,0.2,33.3,,,,,
179,,,,,,,0.0,0.0,,,,,,,Elijah Holyfield,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
180,,,,,,,0.0,0.0,,,,,,,Mike Weber,rb,0.0,0.0,0.0,4.1,0.1,16.3,,,,,
181,,,,,,,0.0,0.0,,,,,,,Cullen Gillaspia,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
182,,,,,,,0.0,0.0,,,,,,,Alex Barnes,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
183,,,,,,,0.0,0.0,,,,,,,Kerwynn Williams,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
184,,,,,,,0.0,0.0,,,,,,,Chandler Cox,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
185,,,,,,,0.0,0.0,,,,,,,Malcolm Johnson,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
186,,,,,,,0.0,0.0,,,,,,,Shane Smith,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
187,,,,,,,0.0,0.0,,,,,,,Mack Brown,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
188,,,,,,,0.0,0.0,,,,,,,Khalfani Muhammad,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
189,,,,,,,0.0,0.0,,,,,,,Roc Thomas,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
190,,,,,,,0.0,0.0,,,,,,,Cethan Carter,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
191,,,,,,,0.0,0.0,,,,,,,Akeem Hunt,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
192,,,,,,,0.0,0.0,,,,,,,Donnel Pumphrey,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
193,,,,,,,0.0,0.0,,,,,,,Bo Scarbrough,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
194,,,,,,,0.0,0.0,,,,,,,Quinton Flowers,rb,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
0,,,,,,,0.9,310.3,,,,,,,Julio Jones,wr,106.1,8.3,1553.7,1.6,0.0,10.8,,,,,
1,,,,,,,0.9,310.1,,,,,,,DeAndre Hopkins,wr,104.7,10.1,1465.0,0.5,0.0,-0.6,,,,,
2,,,,,,,0.5,301.3,,,,,,,Davante Adams,wr,104.9,10.7,1331.1,0.0,0.0,0.0,,,,,
3,,,,,,,0.6,296.1,,,,,,,Michael Thomas,wr,113.2,8.4,1339.1,0.0,0.0,0.0,,,,,
4,,,,,,,0.5,294.3,,,,,,,JuJu Smith-Schuster,wr,104.0,8.7,1384.1,0.5,0.0,4.5,,,,,
5,,,,,,,0.5,282.5,,,,,,,Tyreek Hill,wr,82.4,8.9,1316.6,14.4,1.0,103.7,,,,,
6,,,,,,,0.5,271.0,,,,,,,Mike Evans,wr,87.1,7.7,1389.1,0.0,0.0,0.0,,,,,
7,,,,,,,0.5,269.8,,,,,,,Antonio Brown,wr,95.2,8.9,1221.1,0.0,0.0,0.0,,,,,
8,,,,,,,0.5,269.0,,,,,,,Odell Beckham Jr.,wr,89.0,9.0,1249.2,4.1,0.0,16.9,,,,,
9,,,,,,,0.6,267.4,,,,,,,Keenan Allen,wr,98.2,6.7,1273.8,3.7,0.0,27.6,,,,,
10,,,,,,,0.5,251.0,,,,,,,Julian Edelman,wr,92.8,6.5,1111.5,8.3,0.2,76.2,,,,,
11,,,,,,,0.5,248.8,,,,,,,Adam Thielen,wr,90.3,6.7,1170.8,3.6,0.0,20.9,,,,,
12,,,,,,,0.5,244.5,,,,,,,T.Y. Hilton,wr,79.9,6.5,1266.2,0.0,0.0,0.0,,,,,
13,,,,,,,0.5,239.9,,,,,,,Stefon Diggs,wr,90.4,7.5,1018.4,7.1,0.0,35.2,,,,,
14,,,,,,,1.0,236.2,,,,,,,Amari Cooper,wr,81.1,7.7,1101.5,1.2,0.0,9.2,,,,,
15,,,,,,,0.5,231.3,,,,,,,Brandin Cooks,wr,74.9,6.1,1135.9,7.6,0.4,46.4,,,,,
16,,,,,,,0.5,230.8,,,,,,,Robert Woods,wr,78.4,5.7,1063.9,11.9,0.8,84.8,,,,,
17,,,,,,,0.5,219.4,,,,,,,Kenny Golladay,wr,74.0,6.1,1090.4,0.9,0.0,6.8,,,,,
18,,,,,,,0.5,213.7,,,,,,,Tyler Lockett,wr,64.9,7.0,1019.4,8.7,0.1,54.3,,,,,
19,,,,,,,0.5,211.3,,,,,,,Cooper Kupp,wr,70.8,7.4,944.6,3.6,0.0,22.9,,,,,
20,,,,,,,0.4,209.3,,,,,,,Tyler Boyd,wr,76.2,5.8,989.6,1.0,0.0,3.4,,,,,
21,,,,,,,0.6,208.8,,,,,,,Chris Godwin,wr,73.2,6.3,991.9,0.0,0.0,0.0,,,,,
22,,,,,,,0.9,194.8,,,,,,,A.J. Green,wr,64.7,6.3,940.1,0.0,0.0,0.0,,,,,
23,,,,,,,0.5,193.9,,,,,,,Jarvis Landry,wr,73.0,5.1,863.3,3.5,0.3,30.8,,,,,
24,,,,,,,0.5,193.8,,,,,,,Alshon Jeffery,wr,66.2,6.5,896.3,0.0,0.0,0.0,,,,,
25,,,,,,,1.3,192.6,,,,,,,D.J. Moore,wr,65.3,4.4,902.4,13.0,0.1,127.8,,,,,
26,,,,,,,0.5,191.9,,,,,,,Allen Robinson,wr,66.1,5.7,919.3,0.6,0.1,3.9,,,,,
27,,,,,,,0.1,188.9,,,,,,,Mike Williams,wr,56.9,7.5,836.5,3.7,0.3,19.4,,,,,
28,,,,,,,0.5,187.9,,,,,,,Calvin Ridley,wr,64.2,6.8,807.9,5.5,0.0,28.7,,,,,
29,,,,,,,0.5,187.8,,,,,,,Sammy Watkins,wr,62.9,5.9,886.0,2.6,0.0,19.2,,,,,
30,,,,,,,0.5,185.8,,,,,,,Robby Anderson,wr,58.5,6.7,867.7,3.1,0.0,11.4,,,,,
31,,,,,,,0.5,181.5,,,,,,,Christian Kirk,wr,65.4,4.8,864.1,2.2,0.0,18.2,,,,,
32,,,,,,,0.6,179.4,,,,,,,Josh Gordon,wr,54.0,5.9,909.6,0.0,0.0,0.0,,,,,
33,,,,,,,1.0,178.2,,,,,,,Dede Westbrook,wr,67.9,5.0,779.8,4.7,0.0,40.1,,,,,
34,,,,,,,0.4,178.0,,,,,,,Sterling Shepard,wr,64.7,4.6,848.0,2.6,0.0,16.0,,,,,
35,,,,,,,0.5,176.4,,,,,,,Larry Fitzgerald,wr,69.0,5.5,754.5,0.0,0.0,0.0,,,,,
36,,,,,,,0.5,174.6,,,,,,,Marvin Jones,wr,56.0,6.1,830.4,0.0,0.0,0.0,,,,,
37,,,,,,,0.4,170.1,,,,,,,Dante Pettis,wr,56.2,5.8,797.9,0.9,0.0,0.1,,,,,
38,,,,,,,0.5,169.0,,,,,,,Corey Davis,wr,60.9,4.3,799.3,4.0,0.0,32.4,,,,,
39,,,,,,,0.4,167.3,,,,,,,Will Fuller,wr,54.6,5.7,790.7,0.5,0.0,2.4,,,,,
40,,,,,,,0.5,166.3,,,,,,,Emmanuel Sanders,wr,63.5,4.0,769.1,1.5,0.3,14.4,,,,,
41,,,,,,,0.4,165.1,,,,,,,Curtis Samuel,wr,54.0,4.7,670.2,10.8,1.1,97.6,,,,,
42,,,,,,,0.5,157.4,,,,,,,Mohamed Sanu,wr,60.0,3.7,731.6,3.7,0.1,24.4,,,,,
43,,,,,,,0.1,149.6,,,,,,,Courtland Sutton,wr,48.7,4.7,732.3,0.5,0.0,0.2,,,,,
44,,,,,,,0.5,148.9,,,,,,,Kenny Stills,wr,47.9,4.9,726.7,0.0,0.0,0.0,,,,,
45,,,,,,,0.5,145.8,,,,,,,Jamison Crowder,wr,55.4,3.9,662.6,2.9,0.0,18.4,,,,,
46,,,,,,,0.4,143.7,,,,,,,DeSean Jackson,wr,43.6,4.1,712.5,4.1,0.4,28.1,,,,,
47,,,,,,,0.4,143.2,,,,,,,DaeSean Hamilton,wr,57.0,4.1,626.8,0.0,0.0,0.0,,,,,
48,,,,,,,0.5,143.1,,,,,,,Geronimo Allison,wr,50.8,4.1,685.8,0.0,0.0,0.0,,,,,
49,,,,,,,0.5,143.0,,,,,,,Tyrell Williams,wr,50.1,3.8,705.5,0.6,0.0,3.9,,,,,
50,,,,,,,0.4,142.6,,,,,,,Donte Moncrief,wr,49.6,4.5,667.4,0.0,0.0,0.0,,,,,
51,,,,,,,0.1,141.5,,,,,,,Michael Gallup,wr,46.0,4.3,701.1,0.0,0.0,-0.2,,,,,
52,,,,,,,0.4,138.4,,,,,,,Marquez Valdes-Scantling,wr,47.8,3.8,672.0,1.8,0.0,15.0,,,,,
53,,,,,,,0.5,136.9,,,,,,,Keke Coutee,wr,55.0,3.4,608.7,4.4,0.1,15.7,,,,,
54,,,,,,,0.5,136.3,,,,,,,Golden Tate,wr,54.8,3.2,614.9,2.2,0.0,16.5,,,,,
55,,,,,,,0.4,136.0,,,,,,,Devin Funchess,wr,46.5,5.1,596.3,0.0,0.0,0.0,,,,,
56,,,,,,,0.4,134.8,,,,,,,Albert Wilson,wr,48.6,3.9,605.4,6.8,0.1,29.0,,,,,
57,,,,,,,0.1,133.8,,,,,,,John Brown,wr,43.1,4.4,644.9,0.8,0.0,2.7,,,,,
58,,,,,,,0.4,133.7,,,,,,,Ted Ginn,wr,43.3,3.7,617.3,8.6,0.3,57.0,,,,,
59,,,,,,,0.1,133.5,,,,,,,Devante Parker,wr,49.3,3.3,644.0,0.0,0.0,0.0,,,,,
60,,,,,,,0.4,128.7,,,,,,,Adam Humphries,wr,52.0,3.2,572.5,1.8,0.0,10.3,,,,,
61,,,,,,,0.4,128.4,,,,,,,Marqise Lee,wr,48.9,2.9,609.6,2.1,0.0,15.2,,,,,
62,,,,,,,0.4,127.8,,,,,,,Anthony Miller,wr,43.1,4.5,568.1,3.3,0.0,15.1,,,,,
63,,,,,,,0.4,125.8,,,,,,,James Washington,wr,42.8,3.7,617.4,0.0,0.0,0.0,,,,,
64,,,,,,,0.4,125.0,,,,,,,Danny Amendola,wr,54.9,2.7,546.2,0.9,0.0,3.8,,,,,
65,,,,,,,0.6,122.5,,,,,,,D.K. Metcalf,wr,39.7,4.7,556.9,0.7,0.0,4.0,,,,,
66,,,,,,,0.5,122.1,,,,,,,Taylor Gabriel,wr,47.9,2.8,540.5,5.5,0.1,38.7,,,,,
67,,,,,,,0.1,120.2,,,,,,,Marquise Goodwin,wr,36.7,4.0,578.0,3.1,0.0,18.4,,,,,
68,,,,,,,0.4,119.5,,,,,,,Parris Campbell,wr,42.9,3.6,535.9,3.0,0.1,17.9,,,,,
69,,,,,,,0.4,117.6,,,,,,,Deebo Samuel,wr,43.1,3.1,557.5,1.4,0.0,8.7,,,,,
70,,,,,,,0.4,116.2,,,,,,,Zay Jones,wr,40.7,4.0,517.3,0.6,0.0,4.2,,,,,
71,,,,,,,0.4,115.9,,,,,,,Quincy Enunwa,wr,44.5,2.7,557.4,0.7,0.0,0.1,,,,,
72,,,,,,,0.1,115.5,,,,,,,Paul Richardson,wr,39.1,3.0,572.0,1.7,0.0,11.8,,,,,
73,,,,,,,0.5,115.4,,,,,,,Willie Snead,wr,47.7,2.5,533.3,0.7,0.0,4.6,,,,,
74,,,,,,,0.8,114.9,,,,,,,Marquise Brown,wr,37.6,3.3,548.4,5.6,0.0,37.2,,,,,
75,,,,,,,0.4,114.2,,,,,,,Cole Beasley,wr,46.6,2.6,526.3,0.0,0.0,0.0,,,,,
76,,,,,,,0.1,112.8,,,,,,,Josh Doctson,wr,41.3,3.0,536.9,0.1,0.0,-0.6,,,,,
77,,,,,,,0.4,110.6,,,,,,,Randall Cobb,wr,45.5,2.6,490.5,2.5,0.0,10.1,,,,,
78,,,,,,,0.4,108.4,,,,,,,N'Keal Harry,wr,37.3,3.4,504.2,1.1,0.0,6.2,,,,,
79,,,,,,,0.1,107.3,,,,,,,Robert Foster,wr,32.7,3.5,536.6,0.0,0.0,0.0,,,,,
80,,,,,,,0.1,104.9,,,,,,,Trey Quinn,wr,41.9,2.6,467.0,1.3,0.0,7.3,,,,,
81,,,,,,,0.4,103.7,,,,,,,A.J. Brown,wr,38.3,2.7,496.4,0.7,0.0,4.0,,,,,
82,,,,,,,0.4,103.6,,,,,,,Rashard Higgins,wr,36.7,3.1,492.1,0.1,0.0,0.7,,,,,
83,,,,,,,0.1,101.6,,,,,,,Tre'Quan Smith,wr,33.3,3.4,477.2,0.4,0.0,1.7,,,,,
84,,,,,,,0.1,100.5,,,,,,,David Moore,wr,31.8,3.7,461.4,0.4,0.0,1.9,,,,,
85,,,,,,,0.4,100.5,,,,,,,Nelson Agholor,wr,36.4,3.0,444.4,3.1,0.1,23.3,,,,,
86,,,,,,,0.1,92.0,,,,,,,Breshad Perriman,wr,29.2,2.5,474.4,2.3,0.0,6.4,,,,,
87,,,,,,,0.1,87.4,,,,,,,Andy Isabella,wr,31.6,2.5,399.9,1.3,0.0,8.1,,,,,
88,,,,,,,0.1,85.4,,,,,,,John Ross,wr,28.9,3.7,333.6,2.9,0.0,11.4,,,,,
89,,,,,,,0.2,84.9,,,,,,,Chris Conley,wr,31.6,2.3,402.3,0.0,0.0,0.0,,,,,
90,,,,,,,1.4,83.0,,,,,,,D.J. Chark,wr,33.5,1.7,419.5,0.0,0.0,0.0,,,,,
91,,,,,,,0.4,80.3,,,,,,,Miles Boykin,wr,26.9,2.5,389.6,1.0,0.0,4.3,,,,,
92,,,,,,,0.1,79.4,,,,,,,Hunter Renfrow,wr,32.7,1.8,358.7,0.0,0.0,0.0,,,,,
93,,,,,,,0.4,77.7,,,,,,,Mecole Hardman,wr,23.9,2.5,348.0,4.8,0.3,30.4,,,,,
94,,,,,,,0.4,77.6,,,,,,,Travis Benjamin,wr,23.8,2.0,365.8,6.6,0.3,41.9,,,,,
95,,,,,,,0.0,77.5,,,,,,,Demarcus Robinson,wr,26.3,2.6,359.2,0.0,0.0,0.0,,,,,
96,,,,,,,0.4,72.1,,,,,,,Antonio Callaway,wr,24.5,2.5,332.0,1.0,0.0,3.9,,,,,
97,,,,,,,0.4,71.9,,,,,,,Cody Latimer,wr,23.3,2.2,363.9,0.0,0.0,0.0,,,,,
98,,,,,,,0.1,70.9,,,,,,,Terry McLaurin,wr,26.8,1.8,334.5,0.0,0.0,0.0,,,,,
99,,,,,,,0.0,68.9,,,,,,,Chris Hogan,wr,23.7,2.0,330.2,0.4,0.0,2.2,,,,,
100,,,,,,,0.0,67.8,,,,,,,Laquon Treadwell,wr,28.2,1.8,290.4,0.0,0.0,0.0,,,,,
101,,,,,,,0.1,62.8,,,,,,,Keelan Cole,wr,23.1,1.6,302.6,0.0,0.0,0.0,,,,,
102,,,,,,,0.0,60.6,,,,,,,Josh Reynolds,wr,19.6,2.2,264.5,2.2,0.0,14.0,,,,,
103,,,,,,,0.1,56.9,,,,,,,KeeSean Johnson,wr,20.9,1.5,270.6,0.0,0.0,0.0,,,,,
104,,,,,,,0.2,56.7,,,,,,,Jarius Wright,wr,22.3,1.3,258.9,1.5,0.0,10.6,,,,,
105,,,,,,,0.0,56.6,,,,,,,Equanimeous St. Brown,wr,20.5,1.5,268.8,0.1,0.0,0.9,,,,,
106,,,,,,,0.0,55.9,,,,,,,Chester Rogers,wr,20.9,1.6,248.7,0.8,0.0,5.0,,,,,
107,,,,,,,0.1,55.7,,,,,,,Chad Beebe,wr,22.1,1.7,237.4,0.0,0.0,0.0,,,,,
108,,,,,,,0.1,55.4,,,,,,,Tim Patrick,wr,20.1,1.1,280.8,2.0,0.0,7.0,,,,,
109,,,,,,,0.1,55.0,,,,,,,J.J. Arcega-Whiteside,wr,19.7,1.6,257.6,0.0,0.0,0.0,,,,,
110,,,,,,,0.1,54.9,,,,,,,Hakeem Butler,wr,19.1,1.7,255.8,0.0,0.0,0.0,,,,,
111,,,,,,,0.0,54.5,,,,,,,Phillip Dorsett,wr,19.3,1.7,236.8,1.7,0.0,11.0,,,,,
112,,,,,,,0.0,52.7,,,,,,,Keith Kirkwood,wr,18.2,1.6,247.0,0.0,0.0,0.0,,,,,
113,,,,,,,0.1,52.4,,,,,,,Ryan Switzer,wr,21.6,1.1,222.5,2.5,0.2,14.3,,,,,
114,,,,,,,0.1,52.3,,,,,,,Jakeem Grant,wr,19.3,1.2,256.4,0.3,0.0,0.8,,,,,
115,,,,,,,0.0,50.7,,,,,,,Jaron Brown,wr,15.7,2.2,212.3,0.2,0.0,2.4,,,,,
116,,,,,,,0.0,50.2,,,,,,,Demaryius Thomas,wr,18.3,1.6,226.2,0.0,0.0,0.0,,,,,
117,,,,,,,0.3,47.2,,,,,,,Taywan Taylor,wr,18.1,1.1,226.4,0.8,0.0,4.9,,,,,
118,,,,,,,0.0,45.5,,,,,,,Seth Roberts,wr,16.7,1.2,214.9,0.1,0.0,1.0,,,,,
119,,,,,,,0.1,44.8,,,,,,,Marcell Ateman,wr,16.5,1.1,218.5,0.0,0.0,0.0,,,,,
120,,,,,,,0.0,44.5,,,,,,,Eli Rogers,wr,18.4,0.9,201.1,1.3,0.0,6.3,,,,,
121,,,,,,,0.1,44.4,,,,,,,Cordarrelle Patterson,wr,12.9,0.9,150.2,12.6,0.6,76.0,,,,,
122,,,,,,,0.0,42.5,,,,,,,Bennie Fowler,wr,14.0,1.3,210.5,0.0,0.0,0.0,,,,,
123,,,,,,,0.1,42.0,,,,,,,Jalen Hurd,wr,13.7,1.0,169.7,6.5,0.3,39.7,,,,,
124,,,,,,,0.1,41.8,,,,,,,Chris Moore,wr,15.2,0.8,202.7,2.0,0.0,11.0,,,,,
125,,,,,,,0.1,41.4,,,,,,,Justin Watson,wr,15.5,1.0,199.6,0.0,0.0,0.0,,,,,
126,,,,,,,0.0,41.2,,,,,,,Kendrick Bourne,wr,15.0,1.0,201.9,0.1,0.0,0.2,,,,,
127,,,,,,,0.0,40.9,,,,,,,Justin Hardy,wr,15.6,1.2,182.9,0.0,0.0,0.0,,,,,
128,,,,,,,0.0,40.6,,,,,,,Ryan Grant,wr,16.4,0.8,194.8,0.0,0.0,0.0,,,,,
129,,,,,,,0.1,39.1,,,,,,,Darius Slayton,wr,13.6,1.0,196.0,0.0,0.0,0.0,,,,,
130,,,,,,,0.1,38.7,,,,,,,Trent Taylor,wr,15.7,0.9,178.6,0.0,0.0,0.0,,,,,
131,,,,,,,0.1,38.1,,,,,,,Jordan Taylor,wr,15.4,0.8,178.7,0.0,0.0,0.0,,,,,
132,,,,,,,0.1,37.8,,,,,,,Diontae Johnson,wr,14.4,0.7,194.6,0.0,0.0,0.0,,,,,
133,,,,,,,0.1,37.5,,,,,,,Gary Jennings,wr,13.6,1.1,172.9,0.0,0.0,0.0,,,,,
134,,,,,,,0.1,36.2,,,,,,,Tavon Austin,wr,11.4,0.6,139.2,11.2,0.1,66.0,,,,,
135,,,,,,,0.1,34.3,,,,,,,Preston Williams,wr,13.4,0.6,173.3,0.0,0.0,0.0,,,,,
136,,,,,,,0.1,33.8,,,,,,,J.J. Nelson,wr,12.3,0.7,162.2,1.3,0.0,7.6,,,,,
137,,,,,,,0.0,32.0,,,,,,,Amara Darboh,wr,12.2,0.9,140.8,0.0,0.0,0.0,,,,,
138,,,,,,,0.0,30.2,,,,,,,Tajae Sharpe,wr,11.3,0.7,146.9,0.1,0.0,0.3,,,,,
139,,,,,,,0.0,30.1,,,,,,,TJ Jones,wr,11.6,0.7,141.1,0.0,0.0,0.0,,,,,
140,,,,,,,0.0,28.9,,,,,,,Bobo Wilson,wr,11.3,0.6,135.2,0.3,0.0,2.5,,,,,
141,,,,,,,0.0,28.6,,,,,,,Jake Kumerow,wr,10.2,0.9,131.3,0.0,0.0,0.0,,,,,
142,,,,,,,0.1,28.5,,,,,,,Deon Cain,wr,10.7,0.8,128.6,0.0,0.0,0.0,,,,,
143,,,,,,,0.0,28.1,,,,,,,Jaelen Strong,wr,7.5,1.2,134.8,0.0,0.0,0.0,,,,,
144,,,,,,,0.1,28.0,,,,,,,Isaiah McKenzie,wr,9.3,0.7,118.1,3.5,0.1,25.2,,,,,
145,,,,,,,0.1,28.0,,,,,,,Allen Hurns,wr,9.8,0.8,134.5,0.0,0.0,0.0,,,,,
146,,,,,,,0.0,27.6,,,,,,,Alex Erickson,wr,10.6,0.6,127.4,0.9,0.0,5.0,,,,,
147,,,,,,,0.0,27.2,,,,,,,Torrey Smith,wr,9.5,0.5,148.4,0.1,0.0,1.0,,,,,
